loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,3.75,-0.016,1273.59,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,7500.0,CRIF,594.0,CIB,35-44,not_inst,82.71812081,south,direct,35.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,396500,3.25,0.2948,5907.83,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,3720.0,CRIF,502.0,CIB,25-34,to_inst,72.3540146,North,direct,47.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,,,,180.0,neg_amm,not_int,not_lpsm,748000.0,sb,pr,home,1U,12180.0,EXP,770.0,EXP,65-74,to_inst,65.04010695,south,direct,38.0
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,236500,4.625,1.1244,2267.75,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3900.0,EXP,515.0,CIB,35-44,to_inst,99.3697479,south,direct,49.0
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,86500,,,,180.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,1440.0,CIB,726.0,CIB,65-74,to_inst,88.26530612,south,direct,49.0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,146500,,,,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,,CIB,740.0,CIB,<25,to_inst,87.20238095,North,direct,
cf,Female,nopre,type1,p3,l1,nopc,nob/c,356500,3.75,0.2811,8114.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,3000.0,CIB,680.0,CIB,65-74,to_inst,79.57589286,North,direct,48.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,506500,,,,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,5760.0,CIB,740.0,CIB,35-44,not_inst,94.14498141,North,direct,60.0
ncf,Female,nopre,type1,p4,l1,nopc,nob/c,496500,3.75,0.1621,1250.0,180.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,9660.0,CIB,733.0,CIB,65-74,to_inst,80.33980583,North,direct,40.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.6298,4356.75,324.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4140.0,EXP,710.0,CIB,45-54,to_inst,54.6641791,south,direct,42.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,236500,4.75,1.2505,6004.0,324.0,not_neg,not_int,not_lpsm,1408000.0,sb,ir,home,2U,6780.0,CIB,500.0,EXP,>74,to_inst,16.796875,south,direct,42.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,,,,180.0,not_neg,not_int,not_lpsm,288000.0,sb,ir,home,1U,2220.0,EXP,600.0,CIB,55-64,to_inst,54.34027778,North,direct,23.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,4.0,-0.0891,465.92,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,8700.0,CRIF,609.0,EXP,55-64,not_inst,78.6939314,North,direct,45.0
cf,Male,pre,type2,p3,l1,nopc,b/c,216500,4.125,0.6222,4502.75,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,5460.0,EXP,752.0,CIB,55-64,to_inst,87.2983871,North,direct,29.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.75,0.1477,4020.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,6420.0,CRIF,519.0,CIB,35-44,not_inst,71.70138889,North,direct,7.0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,316500,4.5,0.8613,1228.54,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7020.0,CIB,778.0,EXP,45-54,to_inst,86.00543478,North,direct,32.0
cf,Female,pre,type3,p3,l1,nopc,nob/c,36500,3.625,1.2741,1896.2,180.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,1800.0,CIB,853.0,CIB,>74,to_inst,33.7962963,North,direct,35.0
,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,4.125,0.056,1235.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,3060.0,CIB,663.0,EXP,25-34,not_inst,67.47311828,North,direct,49.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,3.99,0.4326,0.0,360.0,neg_amm,not_int,not_lpsm,648000.0,sb,pr,home,1U,8700.0,EXP,631.0,EXP,55-64,not_inst,78.16358025,south,direct,37.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6780.0,EQUI,584.0,EXP,35-44,to_inst,,North,direct,
cf,Joint,pre,type1,p1,l1,nopc,nob/c,206500,4.375,0.2932,3750.0,360.0,neg_amm,not_int,not_lpsm,268000.0,sb,sr,home,1U,9660.0,CIB,803.0,EXP,55-64,to_inst,77.05223881,North,direct,36.0
cf,Female,nopre,type1,p2,l2,nopc,nob/c,86500,4.625,1.2781,2237.5,240.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,1440.0,CRIF,720.0,CIB,45-54,to_inst,58.44594595,North,direct,45.0
cf,Female,pre,type1,p3,l1,nopc,nob/c,196500,,,,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,2280.0,EXP,594.0,CIB,45-54,to_inst,73.32089552,south,direct,40.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,146500,3.99,1.137,2182.17,180.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,3840.0,CIB,623.0,EXP,55-64,to_inst,39.80978261,south,direct,35.0
cf,Female,nopre,type1,p3,l2,nopc,nob/c,626500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6120.0,EQUI,530.0,EXP,65-74,to_inst,,south,direct,
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,486500,,,,180.0,not_neg,not_int,lpsm,518000.0,sb,pr,home,1U,9240.0,EXP,736.0,EXP,45-54,to_inst,93.91891892,south,direct,33.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,678000.0,sb,ir,home,1U,10320.0,EXP,697.0,EXP,>74,to_inst,52.58112094,south,direct,61.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.0042,6866.17,360.0,neg_amm,not_int,not_lpsm,568000.0,sb,pr,home,1U,7980.0,CRIF,556.0,CIB,45-54,to_inst,78.60915493,south,direct,34.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,426500,3.625,0.0202,391.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5520.0,EXP,867.0,EXP,35-44,not_inst,91.13247863,North,direct,38.0
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,156500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3600.0,CRIF,737.0,EXP,45-54,to_inst,68.64035088,south,direct,36.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,676500,3.375,-0.0937,17772.8,360.0,neg_amm,int_only,not_lpsm,1908000.0,sb,pr,home,1U,11820.0,CIB,670.0,EXP,55-64,to_inst,35.45597484,North,direct,32.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,266500,3.5,0.4036,2568.0,180.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,7020.0,EXP,858.0,CIB,65-74,to_inst,37.64124294,North,direct,38.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,3.99,1.0336,3061.75,240.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,2220.0,CIB,785.0,CIB,55-64,to_inst,69.58955224,North,direct,49.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,3.625,0.0338,1753.68,360.0,not_neg,int_only,not_lpsm,758000.0,sb,pr,home,1U,13500.0,EXP,706.0,EXP,45-54,not_inst,65.50131926,south,direct,24.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,4.5,0.0224,0.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,4500.0,CRIF,549.0,CIB,45-54,not_inst,54.62962963,North-East,direct,38.0
cf,Female,pre,type1,p4,l1,nopc,nob/c,266500,3.99,0.7845,1744.48,240.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3720.0,EXP,772.0,CIB,35-44,to_inst,70.5026455,North,direct,47.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,126500,,,,324.0,neg_amm,not_int,not_lpsm,148000.0,sb,pr,home,1U,3540.0,CIB,751.0,CIB,55-64,to_inst,85.47297297,central,direct,58.0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,206500,3.125,-0.6127,1313.47,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,,EXP,519.0,CIB,35-44,to_inst,90.57017544,south,direct,
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,336500,3.99,0.966,6327.5,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7200.0,CRIF,884.0,EXP,45-54,to_inst,91.44021739,south,direct,49.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,3.5,0.177,6427.5,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,1920.0,EXP,768.0,CIB,55-64,to_inst,67.04545455,south,direct,44.0
cf,Male,pre,type2,p3,l1,nopc,b/c,256500,4.25,0.6157,0.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5160.0,CRIF,584.0,CIB,35-44,not_inst,71.64804469,south,direct,37.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,656500,3.025,-0.3333,295.0,360.0,not_neg,not_int,not_lpsm,1118000.0,sb,pr,home,1U,15780.0,CIB,667.0,EXP,35-44,to_inst,58.72093023,central,direct,31.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,4.5,0.917,3298.6,240.0,neg_amm,not_int,not_lpsm,208000.0,sb,pr,home,1U,3600.0,CRIF,861.0,CIB,55-64,to_inst,70.43269231,North,direct,21.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,3.5,-0.1155,0.0,360.0,not_neg,int_only,not_lpsm,1108000.0,sb,pr,home,1U,13260.0,CIB,661.0,EXP,45-54,not_inst,41.20036101,North,direct,35.0
cf,Sex Not Available,nopre,type2,p4,l2,nopc,b/c,186500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,507.0,EXP,45-54,to_inst,,south,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,3.5,-0.121,2877.5,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,3660.0,EXP,881.0,EXP,45-54,to_inst,68.4169279,North,direct,45.0
ncf,Female,nopre,type1,p4,l2,nopc,nob/c,936500,3.25,-0.3791,1250.0,360.0,not_neg,not_int,not_lpsm,1608000.0,sb,pr,home,1U,12720.0,CRIF,752.0,EXP,35-44,to_inst,58.24004975,North,direct,36.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,3.625,0.4416,5861.63,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3900.0,CIB,520.0,CIB,35-44,to_inst,87.79069767,North,direct,41.0
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,346500,3.99,1.1306,6935.77,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,8280.0,CRIF,829.0,EXP,45-54,to_inst,82.89473684,south,direct,33.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,886500,4.875,0.472,12919.45,360.0,not_neg,not_int,not_lpsm,1268000.0,sb,ir,home,3U,12000.0,CIB,515.0,EXP,55-64,not_inst,69.91324921,south,direct,49.0
cf,Joint,pre,type1,,l1,nopc,nob/c,56500,,,,180.0,not_neg,not_int,not_lpsm,68000.0,sb,sr,home,1U,10740.0,CIB,602.0,EXP,45-54,to_inst,83.08823529,North,direct,36.0
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,266500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,705.0,EXP,35-44,to_inst,,south,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,4.125,0.5358,3188.95,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6060.0,CRIF,713.0,CIB,35-44,to_inst,87.06030151,North,direct,31.0
cf,Joint,nopre,type3,p3,l2,nopc,nob/c,56500,,,,300.0,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,4440.0,EQUI,620.0,EXP,35-44,to_inst,,North,direct,
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,246500,4.25,0.7263,4850.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,5460.0,EXP,824.0,EXP,35-44,to_inst,75.15243902,North,direct,40.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,676500,4.375,-0.1208,0.0,360.0,neg_amm,not_int,not_lpsm,1058000.0,sb,pr,home,1U,18600.0,CIB,835.0,EXP,55-64,not_inst,63.94139887,south,direct,10.0
cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,126500,4.5,0.4097,3565.0,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,4140.0,EXP,530.0,CIB,65-74,to_inst,98.828125,south,direct,33.0
ncf,Joint,pre,type1,p4,l1,nopc,nob/c,236500,3.99,0.3906,5204.03,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5880.0,EXP,614.0,EXP,35-44,to_inst,55.25700935,North,direct,47.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,66500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,1800.0,EQUI,619.0,EXP,65-74,to_inst,,North,direct,
cf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,3.625,-0.0211,1288.68,360.0,not_neg,not_int,not_lpsm,1058000.0,sb,pr,home,1U,2040.0,CIB,695.0,CIB,>74,not_inst,22.35349716,North,direct,47.0
ncf,Joint,nopre,type3,p1,l1,nopc,nob/c,396500,4.875,0.6105,5881.68,324.0,neg_amm,not_int,not_lpsm,388000.0,sb,pr,home,1U,10080.0,CIB,683.0,EXP,45-54,to_inst,102.1907216,central,direct,61.0
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,366500,4.125,-0.196,343.7,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,4380.0,CRIF,755.0,EXP,65-74,not_inst,70.75289575,south,direct,50.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,,,,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,4200.0,CRIF,647.0,EXP,45-54,to_inst,80.85774059,south,direct,45.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,266500,4.56,0.6199,5348.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,14700.0,CIB,693.0,CIB,55-64,not_inst,76.58045977,North,direct,47.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,4.375,0.2306,,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,8940.0,CIB,621.0,EXP,45-54,to_inst,85.61452514,North,direct,42.0
cf,Joint,pre,type3,p3,l1,nopc,nob/c,296500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3780.0,EQUI,647.0,EXP,65-74,to_inst,,south,direct,
cf,Female,nopre,type1,p3,l1,nopc,nob/c,416500,4.5,0.879,4637.5,240.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,9660.0,CRIF,714.0,CIB,45-54,to_inst,69.64882943,North,direct,20.0
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,216500,3.125,-0.5343,2348.67,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,,CRIF,748.0,EXP,45-54,to_inst,72.65100671,south,direct,
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,4.5,1.1917,4021.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2100.0,EXP,741.0,CIB,>74,to_inst,82.30337079,North-East,direct,40.0
cf,Female,nopre,type2,p1,l1,nopc,b/c,306500,4.75,1.6685,1950.8,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,6600.0,CRIF,755.0,CIB,45-54,to_inst,96.3836478,central,direct,45.0
cf,Male,nopre,type1,p3,l2,nopc,nob/c,506500,4.75,0.5422,9294.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,6540.0,CRIF,616.0,EXP,55-64,to_inst,55.78193833,North,direct,37.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,236500,4.875,0.9694,759.7,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,7380.0,CRIF,580.0,EXP,55-64,not_inst,79.36241611,south,direct,43.0
cf,Male,pre,type2,p4,l1,nopc,b/c,266500,4.125,1.3518,0.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,,CRIF,633.0,CIB,55-64,to_inst,81.25,North,direct,
cf,Male,nopre,type2,p3,l1,nopc,b/c,276500,3.99,0.8875,0.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3720.0,EXP,871.0,CIB,45-54,to_inst,81.80473373,south,direct,60.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,326500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,6480.0,CRIF,609.0,EXP,55-64,to_inst,86.37566138,south,direct,46.0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,596500,4.5,0.3408,5695.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,9660.0,EXP,761.0,EXP,25-34,not_inst,93.49529781,North,direct,43.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,276500,4.625,0.5802,1150.0,180.0,not_neg,not_int,not_lpsm,378000.0,sb,ir,home,3U,5760.0,CRIF,546.0,CIB,45-54,to_inst,73.14814815,south,direct,26.0
cf,Female,pre,type2,p3,l1,nopc,b/c,96500,4.125,1.3559,2593.73,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2100.0,CRIF,809.0,CIB,55-64,to_inst,81.77966102,North,direct,60.0
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,176500,4.875,0.9624,889.69,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3720.0,CRIF,731.0,EXP,45-54,not_inst,68.41085271,North,direct,48.0
ncf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,146500,,,,180.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2280.0,EQUI,644.0,EXP,45-54,to_inst,,south,direct,
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,186500,3.75,0.1987,0.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,,CIB,521.0,EXP,>74,to_inst,81.79824561,south,direct,
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,206500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3180.0,CIB,564.0,CIB,55-64,to_inst,99.27884615,south,direct,49.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,,,,180.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,7860.0,CIB,866.0,EXP,35-44,to_inst,80.03875969,North,direct,53.0
cf,Female,nopre,type1,p2,l1,nopc,nob/c,356500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,5460.0,EQUI,531.0,EXP,55-64,not_inst,,south,direct,
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,296500,3.99,0.5046,7839.69,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6480.0,CIB,537.0,EXP,55-64,to_inst,82.82122905,south,direct,47.0
cf,Male,nopre,type1,p2,l1,nopc,nob/c,206500,3.625,0.0369,4370.0,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,8820.0,CRIF,692.0,CIB,35-44,to_inst,20.48611111,south,direct,34.0
cf,Joint,pre,type2,p3,l1,nopc,b/c,196500,4.5,1.6666,1700.49,240.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4740.0,CIB,735.0,EXP,65-74,to_inst,79.23387097,central,direct,46.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,5.5,1.3615,4977.49,360.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,5580.0,CIB,553.0,CIB,45-54,not_inst,76.1627907,south,direct,30.0
ncf,Joint,nopre,type2,p3,l1,nopc,b/c,736500,3.5,0.3841,6248.32,360.0,not_neg,not_int,not_lpsm,888000.0,sb,pr,home,1U,14520.0,CRIF,769.0,EXP,45-54,not_inst,82.93918919,North,direct,41.0
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,106500,4.5,0.9062,2054.7,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,4320.0,CRIF,693.0,EXP,>74,to_inst,77.17391304,North,direct,46.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120.0,EQUI,507.0,EXP,55-64,to_inst,,North,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,4.99,1.2035,0.0,360.0,not_neg,not_int,not_lpsm,808000.0,sb,ir,home,1U,11580.0,CRIF,721.0,CIB,45-54,not_inst,37.93316832,south,direct,21.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,3.875,0.057,0.0,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,6540.0,EXP,724.0,EXP,55-64,not_inst,78.89972145,south,direct,42.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,306500,4.5,0.428,,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4500.0,CIB,575.0,CIB,45-54,to_inst,78.99484536,North,direct,46.0
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,726500,4.375,0.545,989.25,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,12300.0,CRIF,566.0,EXP,25-34,not_inst,93.38046272,North,direct,40.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,566500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10680.0,EQUI,720.0,EXP,55-64,to_inst,,south,direct,
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,256500,4.125,1.1679,6271.25,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,7080.0,CIB,790.0,CIB,25-34,to_inst,92.26618705,south,direct,34.0
cf,Joint,pre,type2,p3,l1,nopc,b/c,246500,3.75,0.741,2414.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4140.0,CRIF,655.0,EXP,65-74,to_inst,85.59027778,south,direct,60.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,376500,4.5,0.4825,4999.54,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,9420.0,CIB,553.0,CIB,55-64,to_inst,56.36227545,south,direct,20.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,606500,3.875,0.287,0.0,360.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,11700.0,EXP,706.0,EXP,55-64,not_inst,74.14425428,North,direct,30.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,396500,3.625,-0.0052,2075.4,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,4500.0,EXP,819.0,CIB,45-54,not_inst,73.69888476,North,direct,44.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,4.5,-0.1345,0.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,4500.0,CRIF,620.0,EXP,25-34,not_inst,44.98175182,south,direct,43.0
cf,Male,pre,type3,p4,l1,nopc,nob/c,386500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,,CIB,627.0,CIB,25-34,to_inst,102.2486772,south,direct,
cf,Male,pre,type1,p1,l1,nopc,nob/c,376500,3.875,0.1342,550.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,7980.0,CRIF,836.0,CIB,35-44,to_inst,77.15163934,North,direct,36.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7200.0,EQUI,695.0,EXP,55-64,to_inst,,North,direct,
cf,Male,nopre,type3,p4,l1,nopc,nob/c,176500,,,,360.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,4440.0,EXP,795.0,CIB,55-64,to_inst,93.88297872,central,direct,10.0
,Female,nopre,type2,p1,l1,nopc,b/c,146500,4.125,1.2578,1568.56,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2520.0,EXP,768.0,CIB,25-34,not_inst,92.72151899,central,direct,44.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,246500,3.99,0.4358,5161.63,240.0,neg_amm,not_int,not_lpsm,438000.0,sb,pr,home,1U,4860.0,EXP,510.0,EXP,35-44,to_inst,56.27853881,North,direct,39.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,276500,3.375,-0.0318,4125.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,18180.0,CRIF,896.0,EXP,45-54,not_inst,64.60280374,North,direct,9.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,4.99,1.3088,1742.95,360.0,not_neg,not_int,not_lpsm,788000.0,sb,ir,home,4U,4920.0,CRIF,820.0,CIB,>74,not_inst,27.47461929,North,direct,37.0
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3600.0,EQUI,815.0,EXP,45-54,to_inst,,south,direct,
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,436500,4.375,0.0402,131.29,360.0,neg_amm,not_int,not_lpsm,488000.0,sb,pr,home,1U,10860.0,CRIF,730.0,EXP,25-34,not_inst,89.44672131,North,direct,26.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,3.75,1.1474,10326.26,180.0,not_neg,not_int,not_lpsm,458000.0,sb,ir,home,1U,7560.0,EXP,594.0,EXP,45-54,to_inst,58.18777293,North,direct,36.0
,Male,nopre,type3,p1,l1,nopc,nob/c,66500,3.375,-0.0412,2252.63,360.0,not_neg,not_int,not_lpsm,78000.0,sb,pr,home,1U,1140.0,CRIF,734.0,CIB,25-34,to_inst,85.25641026,central,direct,45.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,416500,3.5,0.0488,4509.44,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,8100.0,EXP,654.0,EXP,35-44,not_inst,78.88257576,North,direct,44.0
cf,Joint,nopre,type2,p4,l1,nopc,b/c,526500,3.625,0.7645,,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,,EXP,567.0,EXP,25-34,not_inst,89.54081633,North,direct,
